Season,Episode,Game,Round,A or B,Question,Contestant,Contestant Answer,Panelist 1,Panelist 1 Answer,Panelist 1 Matched,Panelist 2,Panelist 2 Answer,Panelist 2 Matched,Panelist 3,Panelist 3 Answer,Panelist 3 Matched,Panelist 4,Panelist 4 Answer,Panelist 4 Matched,Panelist 5,Panelist 5 Answer,Panelist 5 Matched,Panelist 6,Panelist 6 Answer,Panelist 6 Matched
73,71,96,1,B,"Confucius say, ""Old man who marry young girl better take blank on honeymoon.""",Rita Rossler,vitamins,Pat Harrington,stand-in,no,Brett Somers,a friend,no,Charles Nelson Reilly,playboy magazine,no,Jo Ann Pflug,vitamins,yes,Richard Dawson,understudy,no,Betty White,good book,no
73,71,96,2,B,"The gangster said, ""Well, if you decide not to take the insurance, your blank may suddenly disappear.""",Tom Schultz,wife,Pat Harrington,wife,yes,Brett Somers,life,no,Charles Nelson Reilly,wife,yes,Jo Ann Pflug,wife,yes,Richard Dawson,wife,yes,Betty White,wife,yes
73,71,96,2,A,Tony is such a busy man he even blanks standing up.,Rita Rossler,sleeps,Pat Harrington,sleeps,yes,Brett Somers,eats,no,Charles Nelson Reilly,eats,no,Jo Ann Pflug,eats,no,Richard Dawson,eats,no,Betty White,eats,no
73,71,97,1,A,Sherlock Holmes took out his magnifying glass to look at Watson's blank.,Joanne Breen,mustache,Pat Harrington,pimple,no,Brett Somers,pimple,no,Charles Nelson Reilly,wallet,no,Jo Ann Pflug,wound,no,Richard Dawson,nose,no,Betty White,nose,no
73,72,97,1,B,"Rin-Tin-Tin is so rich, he has his own blank in his dressing room.",Tom Schultz,bathroom,Pat Harrington,bone,no,Brett Somers,side of beef,no,Charles Nelson Reilly,hydrant,no,Jo Ann Pflug,dog bone,no,Richard Dawson,tree,no,Betty White,tree,no
73,72,97,2,A,"Jill said to Jim, ""If you're not drunk, how come you're sleeping in the blank?""",Joanne Breen,nude,Pat Harrington,fireplace,no,Brett Somers,front yard,no,Charles Nelson Reilly,bathtub,no,Jo Ann Pflug,car,no,Richard Dawson,closet,no,Betty White,bathtub,no
73,72,97,2,B,"One turtle said to the other, ""You know, for a turtle, you're really very blank.""",Tom Schultz,fast,Pat Harrington,horny,no,Brett Somers,cute,no,Charles Nelson Reilly,cute,no,Jo Ann Pflug,pretty,no,Richard Dawson,fast,yes,,,
73,72,98,1,A,"Did you hear about the new presidential cuckoo clock? Every hour on the hour, a little president comes out and blanks.",Sunny Coleman,listens,Pat Harrington,i don't know,no,Brett Somers,not me,no,Charles Nelson Reilly,watergates,no,Jo Ann Pflug,lies,no,Richard Dawson,tapes your conversation,no,Betty White,cries,no
73,72,98,1,B,"When Bruce joined the nudist colony, he was so shy that he carried a blank in front of him all the time.",Tom Schultz,towel,Pat Harrington,arrow,no,Brett Somers,magazine,no,Charles Nelson Reilly,bible,no,Jo Ann Pflug,book,no,Richard Dawson,briefcase,no,Betty White,newspaper,no
73,73,98,2,B,"Tarzan screamed, ""Who blanked my vine?""",Sunny Coleman,took,Pat Harrington,greased,no,Brett Somers,broke,no,Charles Nelson Reilly,stole,yes,Jo Ann Pflug,stole,yes,Richard Dawson,greased,no,Betty White,ate,no
73,73,98,2,A,"Alex said to Shirley, ""I love to watch you blank.""",Tom Schultz,sleep,Pat Harrington,dress,no,Brett Somers,bathe,no,Charles Nelson Reilly,dance,no,Jo Ann Pflug,dance,no,Richard Dawson,bathe,no,Betty White,laugh,no
73,73,99,1,A,"Dumb Dora said, ""I didn't know Kung Fu was a TV show. I always thought it was a blank.""",Janice Peters,food,Pat Harrington,main course,no,Brett Somers,chinese person,no,Charles Nelson Reilly,egg roll,no,Jo Ann Pflug,chinese dish,yes,Richard Dawson,meal,yes,Betty White,chinese food,yes
73,73,99,1,B,"Margaret said, ""It's hard to blank with a girdle on.""",Sunny Coleman,make love,Pat Harrington,pinch yourself,no,Brett Somers,go to the john,no,Charles Nelson Reilly,dance,no,Jo Ann Pflug,sit,no,Richard Dawson,high jump,no,Betty White,bend over,no
73,73,99,2,A,"The sword swallower lost his sword, so he swallowed his blank.",Janice Peters,pocket knife,Pat Harrington,sheath,no,Brett Somers,cane,no,Charles Nelson Reilly,broom,no,,,,,,,,,
73,73,99,2,B,Pinocchio was petrified to find out his blank had termites.,Sunny Coleman,nose,Pat Harrington,nose,yes,Brett Somers,nose,yes,Charles Nelson Reilly,nose,yes,Jo Ann Pflug,nose,yes,Richard Dawson,nose,yes,Betty White,nose,yes
73,74,100,1,B,Herbert doesn't have to worry about the beef shortage. His wife is a blank.,Helen Randall,vegetarian,Pat Harrington,cow,no,Brett Somers,pig,no,Charles Nelson Reilly,fisherman,no,Jo Ann Pflug,butcher,no,Richard Dawson,cow,no,Betty White,cow,no
73,74,100,1,A,The admiral likes to play with his blank in the bathtub.,Sunny Coleman,toys,Pat Harrington,heavy cruiser,no,Brett Somers,rubber duck,no,Charles Nelson Reilly,rubber duck,no,Jo Ann Pflug,boat,no,Richard Dawson,dinghy,no,Betty White,rubber duck,no
73,74,100,2,B,"Adam said to Eve, ""You're the only person I've ever blanked.""",Helen Randall,shared an apple with,Pat Harrington,washed,no,Brett Somers,loved,no,Charles Nelson Reilly,kissed,no,Jo Ann Pflug,loved,no,Richard Dawson,loved,no,Betty White,seen,no
73,74,100,2,A,"Mr. Sears said, ""I'm the only one who knows this, but Mr. Roebuck got his blank from a catalog.""",Sunny Coleman,clothes,Pat Harrington,teeth,no,Brett Somers,wife,no,Charles Nelson Reilly,suit,yes,Jo Ann Pflug,wife,no,Richard Dawson,wife,no,Betty White,wife,no
73,74,101,1,A,"Jack said to his wife, ""What a nightmare. I dreamed I was on a desert island and the only other person was blank.""",Nancy Cox,your mother,Pat Harrington,your mother,yes,Brett Somers,you,no,Charles Nelson Reilly,you,no,Jo Ann Pflug,clark kent,no,Richard Dawson,charles nelson reilly,no,Betty White,your mother,yes
73,74,101,1,B,"The captain of the firing squad said, ""Is there one last thing you would like?"" and Pierre said, ""Yes, a blank.""",Sunny Coleman,drink,Pat Harrington,new start,no,Brett Somers,reprieve,no,Charles Nelson Reilly,cigarette,no,Jo Ann Pflug,cigarette,no,Richard Dawson,bulletproof vest,no,Betty White,kiss,no
73,75,101,2,B,Max is so tough he can strike a match on his blank.,Nancy Cox,thigh,,,,Brett Somers,butt,no,Charles Nelson Reilly,rear,no,Jo Ann Pflug,thigh,yes,Richard Dawson,face,no,,,
73,75,101,2,A,"Irving said, ""I didn't fill my waterbed with water. I filled it with blank.""",Sunny Coleman,air,Pat Harrington,squirrels,no,Brett Somers,gin,no,Charles Nelson Reilly,booze,no,Jo Ann Pflug,booze,no,Richard Dawson,antifreeze,no,Betty White,booze,no
73,75,102,1,B,"Noah's wife said, ""Noah, you'd better get some new glasses. That wasn't me you kissed, that was your blank.""",Richard Volzing,elephant,Pat Harrington,hippo,no,Brett Somers,ark,no,Charles Nelson Reilly,ostrich,no,Jo Ann Pflug,son,no,Richard Dawson,bear,no,Betty White,elephant,yes
73,75,102,1,A,"Mary Beth said to her cowboy husband, ""Don't you think just once you could come to bed without your blank?""",Nancy Cox,horse,Pat Harrington,horse,yes,Brett Somers,horse,yes,Charles Nelson Reilly,horse,yes,Jo Ann Pflug,horse,yes,Richard Dawson,spurs,no,Betty White,spurs,no
73,75,102,2,B,"Elsie the cow said to her girlfriend, ""Have you noticed Farmer Brown's hands are very blank?""",Richard Volzing,callused,Pat Harrington,rough,yes,Brett Somers,rough and hairy,yes,Charles Nelson Reilly,rough,yes,Jo Ann Pflug,cold,no,Richard Dawson,cold,no,,,
73,75,102,2,A,"The Lone Ranger said, ""Not many people know that Tonto and I are blank.""",Nancy Cox,lovers,,,,,,,,,,,,,Richard Dawson,married,no,Betty White,brothers,no
73,75,102,tie1,B,"After the party, Mary found John blanking on the sidewalk.",Richard Volzing,throwing up,Pat Harrington,sleeping,no,Brett Somers,throwing up,yes,Charles Nelson Reilly,sleeping,no,Jo Ann Pflug,sleeping pill,no,Richard Dawson,sleeping,no,Betty White,dancing,no
73,76,102,tie1,A,Charles has great luck hitchhiking at night because his blank glows in the dark.,Nancy Cox,suitcase,Bert Convy,thumb,no,Brett Somers,nose,no,Jack Carter,suit,no,Fannie Flagg,suit,no,Richard Dawson,thumb,no,Ann Elder,thumb,no
73,76,103,1,A,Stephanie got blank in her waterbed.,Colleen Kranz,wet,Bert Convy,sand,no,Brett Somers,air,no,Jack Carter,holes,no,Fannie Flagg,drowned,no,Richard Dawson,algae,no,Ann Elder,seasick,no
73,76,103,1,B,Bertha was so fat they had to use blank to get her through the revolving door.,Richard Volzing,grease,Bert Convy,lard,yes,Brett Somers,pushers,no,Jack Carter,suction,no,Fannie Flagg,axel grease,yes,Richard Dawson,grease,yes,Ann Elder,pressure,no
73,76,103,2,A,"The Vanderwinkles' guest bathtub is so huge, they put up a sign that said No Blanking.",Colleen Kranz,swimming,Bert Convy,swimming,yes,Brett Somers,vacancies,no,Jack Carter,drowning,no,Fannie Flagg,diving,no,Richard Dawson,swimming,yes,Ann Elder,swimming,yes
73,76,103,2,B,"The farmer said, ""I've got a real problem. One of my cows has fallen in love with blank.""",Richard Volzing,me,,,,Brett Somers,my son,no,Jack Carter,my wife,no,,,,,,,Ann Elder,another cow,no
73,76,103,tie1,A,"When John saw the prices on the menu, he whispered to Mary, ""Don't order any blank.""",Colleen Kranz,meat,Bert Convy,steak,yes,Brett Somers,thing,no,Jack Carter,dessert,no,Fannie Flagg,food,no,Richard Dawson,steaks,yes,Ann Elder,meat,yes
73,77,103,tie1,B,Tom blanked in the wishing well.,Richard Volzing,spit,Bert Convy,tinkled,no,Brett Somers,threw up,no,Jack Carter,vomited,no,Fannie Flagg,jumped,no,,,,,,
73,77,104,1,B,"Dr. Welby said, ""Hmm, it appears I've run out of tongue depressors, so if you don't mind, I'll use my blank.""",Jane Brooks,finger,Bert Convy,thumb,yes,Brett Somers,finger,yes,Jack Carter,finger,yes,Fannie Flagg,pencil,no,Richard Dawson,finger,yes,Ann Elder,finger,yes
73,77,104,1,A,Rico won't get anywhere in the crime world because he refuses to blank the Godfather.,Colleen Kranz,meet,Bert Convy,obey,no,Brett Somers,kill,no,Jack Carter,kiss,no,Fannie Flagg,read,no,Richard Dawson,kiss,no,Ann Elder,kiss,yes
73,77,104,2,B,"When Dumb Dora looked into the space capsule, she asked, ""Where's the blank?""",Jane Brooks,potty,,,,,,,,,,Fannie Flagg,bathroom,yes,,,,,,
73,77,104,2,A,"Janet said, ""I'm worried about Henry. Last week he started using my hairspray. This week it's my blank.""",Colleen Kranz,makeup,Bert Convy,bra,no,,,,,,,,,,,,,,,
73,78,105,1,B,"Charlie Chan said, ""Let us review clues. Room smell of garlic, tomato stain on body. Conclusion: murder weapon was blank.""",Vicky Wheel,knife,Bert Convy,pizza,no,Brett Somers,pizza wheel,no,Jack Carter,spaghetti,no,Fannie Flagg,meatball,no,Richard Dawson,hard pizza,no,Ann Elder,salad fork,no
73,78,105,1,A,Melanie lost her blank on the roller coaster.,Jane Brooks,meal,Bert Convy,wig,no,Brett Somers,virtue,no,Jack Carter,bloomers,no,Fannie Flagg,baby,no,Richard Dawson,supper,yes,Ann Elder,lunch,yes
73,78,105,2,A,"Barbara said, ""My husband has nothing but good luck. Maybe it's because his blank looks like a rabbit's foot.""",Vicky Wheel,rear,Bert Convy,nose,no,Brett Somers,head,no,Jack Carter,nose,no,Fannie Flagg,mother,no,Richard Dawson,nose,no,Ann Elder,nose,no
73,78,106,1,B,"Albert invented an amazing talking bathroom scale. When his 300-pound wife got on it, it yelled, ""blank!""",Howard Morris,wow,Bert Convy,help,no,Brett Somers,help,no,Jack Carter,help,no,Fannie Flagg,ouch,no,Richard Dawson,uncle,no,Ann Elder,ouch,no
73,78,106,1,A,"W.C. Fields said, ""Young man, don't drink that water. Fish blank in it.""",Jane Brooks,swim,Bert Convy,make love,no,Brett Somers,tinkle,no,Jack Carter,make love,no,Fannie Flagg,swim,yes,Richard Dawson,breed,no,Ann Elder,mate,no
73,79,106,2,A,"Tom said, ""Margaret's blank is old and wrinkled.""",Howard Morris,face,Bert Convy,body,no,Brett Somers,face,yes,Jack Carter,face,yes,Fannie Flagg,neck,no,Richard Dawson,body,no,Ann Elder,body,no
73,79,106,2,B,Mike didn't know he had bought his used car from a gangster until he opened the trunk and found blank.,Jane Brooks,a body,Bert Convy,a body,yes,Brett Somers,some guns,no,Jack Carter,a hood,no,,,,Richard Dawson,a body,yes,Ann Elder,a body,yes
73,79,107,1,B,"Before entertaining Toulouse-Lautrec, the countess had her blanks lowered.",Susie Grabielle,furniture,Bert Convy,chairs,yes,Brett Somers,legs,no,Jack Carter,floors,no,Fannie Flagg,shoes,no,Richard Dawson,table,yes,Ann Elder,chairs,yes
73,79,107,1,A,"Eve said to Adam, ""Don’t you dare touch my blank.""",Jane Brooks,fig leaf,Bert Convy,fig leaf,yes,Brett Somers,apple,no,Jack Carter,leaf,yes,Fannie Flagg,apple,no,Richard Dawson,fig leaf,yes,Ann Elder,fig leaf,yes
73,79,107,2,B,"The octopus said, ""You can't believe how many blanks I use up in one year.""",Susie Grabielle,tentacles,,,,Brett Somers,tentacles,yes,Jack Carter,legs,yes,Fannie Flagg,deodorants,no,,,,,,
73,79,107,2,A,"Alice said, ""Henry, would you still marry me if I told you I was blank?""",Jane Brooks,pregnant,,,,Brett Somers,gay,no,,,,Fannie Flagg,poor,no,,,,,,
73,80,108,1,B,"Gary said, ""I hear they're making another one of those wild science fiction movies. In this one, a giant blank eats Los Angeles.""",Mary-Ellen Braden,gorilla,Bert Convy,bug,no,Brett Somers,bug,no,Jack Carter,creature,no,Fannie Flagg,apple,no,Richard Dawson,tomato,no,Ann Elder,monster,no
73,80,108,1,A,"The prince said, ""I tried to awaken Sleeping Beauty by kissing her, but that didn't work. So I guess I'll have to blank her.""",Susie Grabielle,tickle,Bert Convy,goose,no,Brett Somers,tickle,yes,Jack Carter,shake,no,Fannie Flagg,pinch,no,Richard Dawson,pinch,no,Ann Elder,pinch,no
73,80,108,2,B,"One theater usher said to the other, ""Can you believe I actually found someone's blank under one of the seats?""",Mary-Ellen Braden,wife,Bert Convy,pants,no,Brett Somers,underwear,no,Jack Carter,shorts,no,Fannie Flagg,stub,no,Richard Dawson,undies,no,Ann Elder,wife,yes
73,80,108,2,A,"When James Bond was in spy school, he got his best marks in blanking.",Susie Grabielle,snooping,Bert Convy,loving,no,,,,Jack Carter,shooting,no,Fannie Flagg,shooting,no,Richard Dawson,undercover work,yes,Ann Elder,bugging,no
73,81,109,1,B,"Frank said, ""Doctor, ever since I started sleeping on a waterbed, I dream I'm a blank.""",Emmy Rick,fish,Jim Backus,fish,yes,Brett Somers,whale,yes,Nipsey Russell,fish,yes,Patti Deutsch,fish,yes,Richard Dawson,whale,yes,Betty White,fish,yes
73,81,109,1,A,"Philip's neighbor called and said, ""You'd better go home. Your wife is in bed with the blank.""",Susie Grabielle,milkman,Jim Backus,virus,no,Brett Somers,milkman,yes,Nipsey Russell,doctor,no,Patti Deutsch,fishmonger,no,Richard Dawson,flu,no,Betty White,flu,no
73,81,109,2,B,The barber accidentally cut off Fred's blank.,Susie Grabielle,nose,Jim Backus,ear,no,,,,Nipsey Russell,mustache,no,,,,,,,,,
73,81,110,1,B,"A little bird perched on Percy's windowsill, so he blanked it.",Josephine Williams,shot,Jim Backus,killed,yes,Brett Somers,shot,yes,Nipsey Russell,fed,no,Patti Deutsch,shot,yes,Richard Dawson,fed,no,Betty White,fed,no
73,81,110,1,A,"Confucius say, ""He who eat dog food soon begin to chase blank.""",Emmy Rick,cat,Jim Backus,cars,no,Brett Somers,dogs,no,Nipsey Russell,cats,yes,Patti Deutsch,cars,no,Richard Dawson,cars,no,Betty White,cats,yes
73,82,110,2,B,Alex and Shirley got drunk at the party and tried to do the tango in the blank.,Josephine Williams,nude,,,,,,,Nipsey Russell,nude,yes,,,,Richard Dawson,pool,no,Betty White,nude,yes
73,82,110,2,A,"Kathy said, ""Marvin's no fun at all. We went to a drive-in movie last night and all he wanted to do was blank.""",Emmy Rick,eat popcorn,Jim Backus,neck,no,Brett Somers,watch the film,no,,,,,,,,,,,,
73,82,111,1,A,"When nearsighted Mr. Magoo walked past the gorilla cage at the zoo, he said, ""Why, young lady, they shouldn't have put you in jail just because you need a blank.""",Myron Nisley,haircut,Jim Backus,shave,no,Brett Somers,haircut,yes,Nipsey Russell,bath,no,Patti Deutsch,shave,no,Richard Dawson,shave,no,Betty White,shave,no
73,82,111,1,B,Kermit always has to hold onto his toupee while he and Hortense are blanking.,Josephine Williams,making love,Jim Backus,dancing,no,Brett Somers,bowling,no,Nipsey Russell,dancing,no,Patti Deutsch,kissing,no,Richard Dawson,loving,yes,Betty White,kissing,no
73,82,111,2,B,"The sultan's fifty wives went on strike, saying, ""We really need more than one blank.""",Myron Nisley,husband,Jim Backus,eunuch,no,,,,Nipsey Russell,kitchen,no,Patti Deutsch,sultan,yes,Richard Dawson,man,yes,Betty White,john,no
73,82,111,2,A,"Cynthia said, ""I don't care what you say. I think King Kong is much blanker than the Jolly Green Giant.""",Josephine Williams,taller,Jim Backus,bigger,yes,Brett Somers,sexier,no,Nipsey Russell,sexier,no,Patti Deutsch,sexier,no,,,,Betty White,sexier,no
73,83,112,1,B,"One Siamese twin said to the other, ""Okay, while you're on your date with that sailor, I'll just blank.""",Marlene Chaney,wait at home,Jim Backus,pass,no,Brett Somers,get off your back,no,Nipsey Russell,sleep,no,Patti Deutsch,sleep,no,Richard Dawson,tag along,no,Betty White,hang around,no
73,83,112,1,A,"The acrobat said, ""You may find this hard to believe, but I blanked my wife on the flying trapeze.""",Myron Nisley,kissed,Jim Backus,met,no,Brett Somers,swung,no,Nipsey Russell,met,no,Patti Deutsch,married,no,Richard Dawson,met,no,Betty White,met,no
73,83,112,2,A,Ellen keeps a blank in her bed to protect her against prowlers.,Marlene Chaney,man,Jim Backus,revolver,no,Brett Somers,man,yes,Nipsey Russell,gun,no,Patti Deutsch,doggie,no,Richard Dawson,policeman,yes,Betty White,dog,no
73,83,112,2,B,Norman has an amazing talent. He can dial a phone with his blank.,Myron Nisley,nose,Jim Backus,toe,no,Brett Somers,finger,no,Nipsey Russell,nose,yes,Patti Deutsch,nose,yes,Richard Dawson,nose,yes,,,
73,84,113,1,A,"Snow White said, ""Actually, there was an eighth dwarf. But we kept him hidden because he was blank.""",Kathy Miner,ugly,Jim Backus,normal,no,Brett Somers,very tall,no,Nipsey Russell,ugly,yes,Patti Deutsch,dirty,no,Richard Dawson,too tall,no,Betty White,wiggy,no
73,84,113,1,B,"Tarzan said to Jane, ""How many times I tell you, do not blank my loin cloth?""",Myron Nisley,wash,Jim Backus,starch,no,Brett Somers,iron,no,Nipsey Russell,starch,no,Patti Deutsch,snitch,no,Richard Dawson,starch,no,Betty White,starch,no
73,84,113,2,A,"George Washington said to Betsy Ross, ""If that flag isn't ready by the Fourth of July, we're gonna run your blank up the pole.""",Kathy Miner,underwear,Jim Backus,fanny,no,Brett Somers,rump,no,,,,Patti Deutsch,drawers,yes,Richard Dawson,dress,no,Betty White,dress,no
73,84,113,2,B,"When Robert got home, he was shocked to find that his pet snake had eaten his blank.",Myron Nisley,wife,Jim Backus,wife,yes,Brett Somers,wife,yes,Nipsey Russell,bird,no,Patti Deutsch,wife,yes,Richard Dawson,mongoose,no,,,
73,84,114,1,A,Marshal Dillon takes Kitty to blank once a week.,Susan Rayfield,bed,Jim Backus,church,no,Brett Somers,dinner,no,Nipsey Russell,church,no,Patti Deutsch,eat,no,Richard Dawson,lunch,no,Betty White,church,no
73,85,114,1,B,"Grandma said, ""Grandpa's getting pretty old. Last night, he put his false teeth in my blank.""",Myron Nisley,milk,Jim Backus,glass,no,Brett Somers,tooth glass,no,Nipsey Russell,glass,no,Patti Deutsch,brassiere,no,Richard Dawson,bra,no,Betty White,glass,no
