Season,Episode,Game,Round,Question,Question Text,Contestant ID,Contestant Answer,Panelist 1 Answer,Panelist 1 Matched,Panelist 2 Answer,Panelist 2 Matched,Panelist 3 Answer,Panelist 3 Matched,Panelist 4 Answer,Panelist 4 Matched,Panelist 5 Answer,Panelist 5 Matched,Panelist 6 Answer,Panelist 6 Matched,Alternate Panelist,Alternate Panelist Position,Notes
73,94,126,1,B,"After going through the smuggler's luggage, the customs agent said, ""I'm sorry, young lady, but now I have to examine your blank.""",128,body,purse,no,person,yes,ex-wife,no,body,yes,person,yes,self,yes,,,
73,94,126,1,A,The caveman got four of his friends together and had the world's first blank.,126,orgy,cave-in,no,party,no,dance,no,orgy,yes,orgy,yes,party,no,,,
73,95,126,2,B,"After his historic ride, Paul Revere said, ""Boy, is my blank tired.""",128,fanny,butt,yes,,,butt,yes,,,,,,,,,
73,95,126,2,A,"Once upon a time, there was a pigeon who was so rich he had his own blank.",126,apartment,coop,yes,general grant tomb,no,,,,,,,,,,,
73,95,127,1,B,Barbara went to the zoo and was blanked by a gorilla.,129,grabbed,scared,no,chased,no,kissed,no,hugged,yes,hugged,yes,mugged,no,,,
73,95,127,1,A,"When Rodney refused to pay the gypsy fortune teller, she said, ""May a hornet fly into your blank.""",128,jockey shorts,drawers,yes,underwear,yes,jockey shorts,yes,nose,no,nose,no,jockey shorts,yes,,,
73,95,127,2,A,"The tourist at Mount Rushmore said, ""Look at that! George Washington's nose is blank.""",129,cracked,dirty,no,covered with pigeon droppings,no,running,no,,,,,,,,,
73,96,128,1,B,"Grumpy the dwarf said, ""I wish I were a little taller. I'm tired of kissing Snow White on her blank.""",130,behind,tummy,no,navel,no,navel,no,knee,no,knee,no,knee,no,,,
73,96,128,1,A,Bruno's breath is terrible because he gargles with blank.,128,booze,booze,yes,sheep dip,no,sani-flush,no,salt,no,garlic,no,garlic,no,,,
73,96,128,2,B,"The cannibal said, ""Gee, that new restaurant is great. I ate the blank.""",130,whole thing,chef,no,chef,no,cook,no,chef,no,waiter,no,waiter,no,,,
73,96,129,1,B,Abdullah has a hundred wives and not one of them is blank.,131,young,jewish,no,pretty,no,pretty,no,pretty,no,pregnant,no,with child,no,,,
73,96,129,1,A,They took Nutty Nelson away after he was found putting brassieres on blanks.,128,statues,cows,no,boys,no,cantaloupes,no,dogs,no,coconuts,no,animals,no,,,
73,97,129,2,A,Count Dracula was so absent-minded he left his blank on the subway.,131,cape,fangs,no,cape,yes,fangs,no,cape,yes,fangs,no,false teeth,no,,,
73,97,129,2,B,Sweet Leilani hired a gardener to blank her grass skirt.,128,water,mow,no,trim,no,mow,no,cut,no,weed,no,,,,,
73,97,130,1,B,"Fatima said to her girlfriend, ""Believe me, it's easy to get blank on a bed of nails.""",132,spiked,hooked,no,scratched,no,stuck,no,stuck,no,pierced,yes,nailed,yes,,,
73,97,130,1,A,"Here's a poem: Corsets are tight, muumuus are loose. For Henry's last birthday, Jane gave him a blank.",131,noose,goose,no,noose,yes,goose,no,moose,no,noose,yes,goose,no,,,
73,97,130,2,B,"The mad scientist tried to make his girlfriend completely invisible, but he couldn't make her blank disappear.",132,rear end,temper,no,shiny teeth,no,nose,no,wig,no,,,,,,,
73,97,130,2,A,John had Martha's tongue blanked.,131,capped,cut out,no,,,bronzed,no,cut out,no,,,removed,no,,,
73,97,130,tie1,B,"Fay Wray said to King Kong, ""You're a nice guy, but you're too blank.""",132,hairy,hairy,yes,hairy,yes,hairy,yes,tall,no,hairy,yes,hairy,yes,,,
73,98,130,tie1,A,"While Jack was in the restaurant watching his hat and coat, somebody stole his blank.",131,tie,wife,no,dinner,no,,,,,,,,,,,
73,98,131,1,B,"After living on the ark for forty days and forty nights, Noah began to blank like an animal.",133,smell,smell,yes,moan,no,howl,no,eat,no,behave,no,act,no,,,
73,98,131,1,A,"Hortense said, ""We've gotta move out of this place! Every time our neighbor comes home drunk, he blanks out the window.""",132,throws up,jumps,no,falls,no,shoots,no,falls,no,falls,no,loses his booze,yes,,,
73,98,131,2,B,"Henry said, ""This cake tastes terrible!"" and Dumb Dora said, ""Well, I didn't have any icing, so I covered it with blank.""",133,soap suds,,,cottage cheese,no,fertilizer,no,coffee,no,cement,no,manure,no,,,
73,98,131,2,A,The absent-minded lawyer went to the court without his blank.,132,briefcase,briefs,no,client,no,briefs,no,briefs,no,client,no,,,,,
73,98,131,tie1,B,"Henry said, ""It only takes one blank to turn Wilma on.""",133,drink,booze,yes,squeeze,no,kiss,no,kiss,no,kiss,no,drink,yes,,,
73,98,131,tie1,A,"Joe said to Karen, ""Boy, you must have been in some hurry when you got dressed this morning. You put your blank on backwards.""",132,brassiere,bra,yes,bra,yes,dress,no,bra,yes,,,,,,,
73,99,132,1,A,"When his parachute failed to open, Irving screamed, ""That's the last time I buy a parachute from blank!""",134,the army,cairo,no,a car salesman,no,polish guy,no,you dummies,no,akron,no,a used parachute salesman,no,,,
73,99,132,1,B,"Leonard was amazed. Overnight, his blank had doubled in size.",132,feet,nose,no,chest,no,head,no,head,no,muscles,no,toupee,no,,,
73,99,132,2,A,"Jack said to his wife, ""Why does our daughter call the blank daddy?""",134,dog,milkman,no,milkman,no,milkman,no,milkman,no,milkman,no,milkman,no,,,
73,99,132,2,B,"The general's wife said, ""I know the army teaches you always to be ready, but do you have to blank with your boots on?""",132,go to bed,sleep,yes,,,sleep,yes,shower,no,sleep,yes,sleep,yes,,,
73,99,133,1,A,"When the flying saucer landed, the Martian said, ""Is there any chopped liver on this planet? On Mars, we give it to our women to make them blank.""",135,sexy,pregnant,no,fertile,no,kosher,no,sexy,yes,pregnant,no,potent,no,,,
73,100,133,1,B,"At the office Christmas party, the boss said to Mel, ""If you're not drunk, how come you're dancing with the blank?""",132,christmas tree,water fountain,no,pillar,no,janitor's brother,no,ticker tape,no,hat rack,no,boss's wife,no,,,
73,100,133,2,A,"Clarence said, ""My socks will never fall down again, now that I've blanked them on.""",135,glued,glued,yes,taped,no,glued,yes,,,glued,yes,nailed,no,,,
73,100,133,2,B,Twiggy and Raquel decided to trade blanks.,132,their chest size,bras,no,bosoms,yes,husbands,no,bosoms,yes,bras,no,,,,,
73,100,134,1,B,"The Jolly Green Giant said, ""It was so cold in the valley last night, my blank turned blue.""",136,butt,peas,no,stalk,no,beans,no,nose,no,nose,no,nose,no,,,
73,100,134,1,A,Max had a weird sense of humor. He insisted on keeping his blank in a coffin.,135,wife,wife,yes,wife,yes,parakeet,no,wooden leg,no,wife,yes,wife,yes,,,
73,100,134,2,B,"Mickey Mouse said, ""I confess, last night Donald Duck and I went to a blank together.""",136,movie,dance,no,massage parlor,no,bar,no,skin flick,no,orgy,no,orgy,no,,,
73,101,135,1,B,Aladdin's girlfriend got blank on his flying carpet.,137,lipstick,rolled,no,lipstick,yes,makeup,yes,makeup,yes,pregnant,no,made love to,no,,,
73,101,135,1,A,Mildred was arrested for blanking in Beverly Hills.,135,streetwalking,double parking,no,speeding,no,streetwalking,yes,walking,yes,cruising,yes,exposing herself,no,,,
73,101,135,2,A,"Nobody knows this, but when the little Dutch boy got tired of holding his finger in the dike, he put his blank in it.",137,nose,toe,no,,,,,,,toe,no,nose,yes,,,
73,101,135,2,B,"Herbert said, ""Doctor, I have this terrible pain in my stomach. I think it's from swallowing my wife's blank.""",135,birth control pill,food,no,food,no,,,,,,,cooking,no,,,
73,101,136,1,B,"At the party, Jane said, ""Who is that over there with the blonde wig, the big high heels, and the fake eyelashes?"" and Dave said, ""Good grief, that's my blank!""",138,wife,guy,no,mother-in-law,no,boyfriend,no,psychiatrist,no,wife,yes,boss,no,,,
73,102,136,1,A,The real reason the Big Bad Wolf didn't eat the three little pigs was because he was blank.,137,full,stuffed,yes,not hungry,yes,jewish,no,jewish,no,a vegetarian,no,a bigot,no,,,
73,102,136,2,A,"The marriage counselor said to his secretary, ""Hold all my calls. I'm having blank with my wife.""",138,a conference,a fight,no,fights,no,a fight,no,a fight,no,,,a row,no,,,
73,102,137,1,A,"Janet said, ""That nearsighted dentist tried to fill my blank.""",139,nose,nose,yes,ear,no,nose,yes,nose,yes,nose,yes,nose,yes,,,
73,102,137,1,B,"Alexander Graham Bell picked up the telephone he had just invented, and a voice on the other end said, ""blank.""",137,are you there?,wrong number,no,get off the line,no,3 minutes are up,no,the number you have called is not a working number,no,hello,no,thanks a lot,no,,,
73,102,137,2,A,"Hopalong Cassidy said, ""The reason they call me Hopalong is that before I got my horse, I used to ride a blank.""",139,pogo stick,,,kangaroo,no,,,,,,,,,,,
73,102,137,2,B,"One hippie said to another, ""If your ears get any dirtier, we'll be able to grow blank in them.""",137,peanuts,grass,no,grass,no,,,,,,,,,,,
73,103,138,1,A,"Marvin said to the acupuncture specialist, ""Dr. Wong, you can do anything you want, but don't stick any of those needles in my blank.""",140,eye,wong,no,navel,no,tushy,no,prize,no,ear,no,wonton,no,,,
73,103,138,1,B,"When the astronaut's wife touched the strange rock he brought back from Mars, she became blank.",139,turned on,limp,no,sexy,yes,sterile,no,strange,no,sterile,no,sterile,no,,,
73,103,138,2,A,"When the ventriloquist retired from show business, he blanked his dummy.",140,stuffed,sawed,no,killed,no,married,no,packed,no,buried,no,burned,no,,,
73,103,139,1,A,"String beans are thin, tomatoes are fat. Rose was a stripper who danced with a blank.",141,strap,cat,no,cat,no,cat,no,boa constrictor,no,hat,no,cat,no,,,
73,103,139,1,B,"Snow White screamed, ""Help! An elephant is blanking on my seven dwarves!""",139,sitting,tinkling,no,sitting,yes,sitting,yes,stepping,no,sitting,yes,stepping,no,,,
73,103,139,2,A,Smokey the Bear got careless one night and set his blank on fire.,141,wife,blanket,no,hat,no,hat,no,tail,no,,,,,,,
73,104,140,1,A,"George Washington said, ""My false teeth are made of wood. The only trouble is that they're always getting blank.""",142,rotten,chipped,no,splinters,no,termites,no,wood worm,no,chipped,no,splinters,no,,,
73,104,140,1,B,The stewardess lost her blank over the Rockies.,139,dinner tray,nose,no,innocence,no,plane,no,sense of humor,no,virginity,no,seat numbers,no,,,
73,104,140,2,A,Jane's Venus fly trap plant grew so big and aggressive that it ate her blank.,142,husband,greenhouse,no,body,no,cat,no,up,no,husband,yes,dog,no,,,
73,104,140,2,B,"Every time Tex the singing cowboy starts to sing, his horse starts to blank.",139,cry,kick,no,cry,yes,whinny,no,yawn,no,buck,no,run,no,,,
73,104,140,tie1,A,"Barbara said, ""Frank! Frank, for goodness sake, stop plucking that blank.""",142,chicken,chicken,yes,chicken,yes,chicken,yes,guitar,no,guitar,no,eyebrow,no,,,
73,104,140,tie1,B,"Ethel said to her roommate, ""I don't get many dates. I guess I'm too blank.""",139,ugly,shy,no,pure,no,homely,yes,plain,yes,choosy,no,fat,no,,,
73,105,141,1,A,"Bernice said, ""My son the explorer has been at the South Pole too long. I just found out he's been blanking penguins.""",143,kissing,kissing,yes,making whoopee,no,eating,no,dating,no,dating,no,dating,no,,,
73,105,141,1,B,The Maharajah believes in going first class. He has the only elephant in the world with a blank.,142,gold trunk,alligator luggage,no,bathroom in his seat,no,power steering,no,no smoking section,no,waterbed,no,bedroom and private bath,no,,,
73,105,141,2,A,Harriet was shocked when she opened the blank and found her husband inside.,143,closet,,,coffin,no,bathroom,no,closet,yes,closet,yes,icebox,no,,,
73,105,141,2,B,"Hilda said to Glen, ""When you meet my mother, please don’t make any jokes about her strange blank.""",142,nose,daughter,no,size,no,nose,yes,looks,no,hairdo,no,,,,,
73,105,142,1,B,"Charlie the crazy taxidermist went on a rampage and started stuffing everything he could get his hands on, even Mildred's blank.",144,cat,nose,no,wig,no,brassiere,no,mother,no,parakeet,no,mother,no,,,
73,106,142,1,A,"Dear Abby, how can I tell when the honeymoon is over? Signed, Newlywed. Dear Newlywed, the honeymoon is over when your husband comes to bed with a blank.",143,teddy bear,another woman,no,nightgown on,no,book,no,girl,no,sleeping pill,no,sandwich,no,,,
73,106,142,2,B,"Once a year, the Jolly Green Giant brings in two little helpers to help him pick his blank.",144,beans,peas,no,seat,no,peas,no,beans,yes,crops,no,peas,no,,,
73,106,142,2,A,The giraffe went to the Mayo Clinic because he had a blank.,143,sore throat,sore throat,yes,broken neck,no,very sore throat,yes,,,,,,,,,
73,106,143,1,B,"Big Bertha the striptease artist is so ugly, the men in the audience all yell blank.",145,put it on,put it on,yes,keep it on,yes,keep it on,yes,put it on,yes,put it on now,yes,put it on,yes,,,
73,106,143,1,A,"The mad scientist injected his wife with rabbit serum, and now he can't stop her from blanking.",143,getting pregnant,multiplying,yes,having rabbits,yes,mating,yes,hopping,no,breeding,yes,hopping,no,,,
73,106,143,2,B,"Shirley said, ""My husband is getting very peculiar. Instead of water, he soaks his false teeth in a glass of blank.""",143,booze,,,,,,,scotch,yes,,,vodka,yes,,,
73,107,143,tie1,B,"Bob said to the psychiatrist, ""I'm very worried, doctor. I think I've fallen in love with my blank.""",145,wife,self,no,butcher,no,doorman,no,pet eel,no,self,no,doctor,no,,,
73,107,143,tie1,A,"Every day at noon, Harold had blank with his secretary.",143,lunch,lunch,yes,lunch,yes,lunch,yes,lunch,yes,lunch,yes,lunch,yes,,,
73,107,144,1,B,"The young pilot said, ""This is the first time I've ever kissed a stewardess on the blank.""",146,flight,takeoff,no,mouth,no,automatic pilot,yes,plane,no,runway,no,job,no,,,
73,107,144,1,A,"Fu Manchu said, ""Had to get rid of honorable wife. Last night she served me chocolate-covered blank.""",143,chop suey,rice,no,bean sprouts,no,egg roll,no,fish,no,rice,no,worms,no,,,
73,107,144,2,B,"On the way to fight Goliath, David lost his slingshot, so he used his girlfriend's blank.",146,bra,bra,yes,garter,no,,,garter,no,bra,yes,bra,yes,,,
73,107,144,2,A,"During the gasoline shortage, Reggie filled his tank with booze. So every time he came to a stop, the car blanked.",143,hiccupped,hiccupped,yes,staggered,no,hiccupped,yes,hiccupped,yes,threw up,no,hicced,yes,,,
73,108,144,tie1,B,Everyone laughed when Mark dived into the swimming pool because his blank came off.,146,swimming trunks,trunks,yes,rug,no,suit,yes,suit,yes,trunks,yes,trunks,yes,,,
73,108,144,tie1,A,"Ellen said, ""A most divine Italian man taught me how to make blank.""",143,love,love,yes,love,yes,amore,yes,pizza,no,spaghetti,no,,,,,
73,108,145,1,A,Jane had a pygmy living in her blank.,147,house,closet,no,tree,no,pocket,no,blanket,no,cellar,no,volkswagen,no,,,
73,108,145,1,B,"The roller derby announcer said, ""Dirty Bertha is up to her old tricks again. She just dumped a bucket of blank all over the track.""",146,water,sand,no,derby manure,no,manure,no,paint,no,water,yes,sand,no,,,
73,108,145,2,B,"Here's a poem: A raisin's a grape, and a prune is a plum. Jerry was startled and swallowed his blank.",147,thumb,gum,no,thumb,yes,gum,no,thumb,yes,mum,no,thumb,yes,,,
73,108,145,2,A,"Mrs. Houdini said, ""My Harry is a great magician. He can blank with both hands tied behind his back.""",146,disappear,swim,no,touch me,no,make love,no,disappear,yes,,,escape,no,,,
73,109,146,1,A,"Captain Ahab tried to harpoon the whale, but he was so nearsighted he harpooned his blank.",148,own ship,first mate,no,wife,no,first mate,no,foot,no,mate,no,foot,no,,,
73,109,146,1,B,"Carl said, ""This is the worst counterfeit bill I ever saw. Instead of George Washington, it has a picture of blank on it.""",147,nixon,booker t. washington,no,richard nixon,yes,richard nixon,yes,nixon,yes,frank fontaine,no,richard nixon,yes,,,
73,109,146,2,B,"When the soprano hit a high C, her blank popped out.",148,buttons,les tetons,no,belly button,no,bust,no,,,,,,,,,
73,109,147,1,B,"Eve cried to Adam, ""You call this the Garden of Eden? I spent all day cooking and you laugh at my barbecued blank.""",149,chicken,ribs,no,figs,no,fig leaf,no,apples,no,ribs,no,rib,no,,,
73,110,147,1,A,"Harvey said, ""Uh, doctor? Now don't laugh. But I got my blank stuck in a soda bottle.""",147,tongue,finger,no,finger,no,finger,no,tongue,yes,tongue,yes,finger,no,,,
73,110,147,2,B,"Marvin has been out of the army for ten years. But every morning, he still blanks.",149,salutes,salutes,yes,salutes,yes,salutes,yes,salutes,yes,makes his bed,no,grabs his sock,no,,,
73,110,147,2,A,"Harry said, ""That girl must be a Playboy bunny. Just look at her blank.""",147,tail,tail,yes,tail,yes,ears,no,,,,,cottontail,yes,,,
73,110,148,1,B,"Her mother said, ""Fatima, if you're going for a ride on Aladdin's flying carpet, you'd better take along a blank.""",150,pillow,lamp,no,lap robe,no,vacuum,no,lamp,no,parachute,no,lamp,no,,,
73,110,148,1,A,Barbara lost her blank in the jungle.,147,virginity,safari,no,innocence,yes,virginity,yes,courage,no,virginity,yes,way,no,,,
73,110,148,2,A,"The internal revenue agent said to Frank, ""I don't care if you call it entertainment or not. You can't deduct the cost of a blank.""",150,bed,massage,no,hooker,no,blue movie,no,girlfriend,no,,,,,,,
73,111,149,1,B,"Jack's boss said, ""I've got some good news and bad news. The good news is we've just hired you a sexy Swedish secretary. The bad news is she doesn't blank.""",151,speak english,take shorthand,no,speak english,yes,type,no,type,no,play around,no,type,no,,,
